,STATEFP_x,COUNTYFP_x,TRACTCE,CensusTract,State,County,Urban,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,tract_fips10_x,year_x,population_x,aland10_x,count_445110,count_sales_445110,count_emp_445110,popden_445110,popden_sales_445110,popden_emp_445110,aden_445110,aden_sales_445110,aden_emp_445110,count_4452,count_sales_4452,count_emp_4452,popden_4452,popden_sales_4452,popden_emp_4452,aden_4452,aden_sales_4452,aden_emp_4452,count_452311,count_sales_452311,count_emp_452311,popden_452311,popden_sales_452311,popden_emp_452311,aden_452311,aden_sales_452311,aden_emp_452311,State_Code_x,County_Code_x,TRACT_FIPS20,ALAND20,TOTPOP20,POPDEN16_20,PHISPANIC16_20,PNHWHITE16_20,PNHBLACK16_20,PFBORN16_20,PLIMENG16_20,PED1_16_20,PED2_16_20,PED3_16_20,PFAMINCLT40K16_20,PFAMINCGE40LT75K16_20,PFAMINCGE75LT125K16_20,PFAMINCGE125K16_20,PNVMAR16_20,P18YR_16_20,P18_29_16_20,P30_39_16_20,P40_49_16_20,P50_69_16_20,PGE70_16_20,PUNEMP16_20,PPROF16_20,PPOV16_20,PPUBAS16_20,PFHFAM16_20,PSNGPNT16_20,POWNOC16_20,AFFLUENCE16_20,DISADVANTAGE16_20,HISPAN_FORBORN_LIMENG16_20,MEDFAMINC16_20,MEDFAMINC_NHWHITE16_20,MEDFAMINC_BLACK16_20,MEDFAMINC_HISPANIC16_20,RATIO_MEDFAMINC_NHWTOB16_20,RATIO_MEDFAMINC_NHWTOHISP16_20,State_Code_y,County_Code_y,tract_fips10_y,year_y,population_y,aland10_y,count_7225,count_sales_7225,count_emp_7225,popden_7225,popden_sales_7225,popden_emp_7225,aden_7225,aden_sales_7225,aden_emp_7225,count_722511,count_sales_722511,count_emp_722511,popden_722511,popden_sales_722511,popden_emp_722511,aden_722511,aden_sales_722511,aden_emp_722511,count_722513,count_sales_722513,count_emp_722513,popden_722513,popden_sales_722513,popden_emp_722513,aden_722513,aden_sales_722513,aden_emp_722513,count_722515,count_sales_722515,count_emp_722515,popden_722515,popden_sales_722515,popden_emp_722515,aden_722515,aden_sales_722515,aden_emp_722515,count_722410,count_sales_722410,count_emp_722410,popden_722410,popden_sales_722410,popden_emp_722410,aden_722410,aden_sales_722410,aden_emp_722410,State_Code_x.1,County_Code_x.1,tract_fips10,year,population,aland10,count_4453,count_sales_4453,count_emp_4453,popden_4453,popden_sales_4453,popden_emp_4453,aden_4453,aden_sales_4453,aden_emp_4453,count_453991,count_sales_453991,count_emp_453991,popden_453991,popden_sales_453991,popden_emp_453991,aden_453991,aden_sales_453991,aden_emp_453991,count_445120,count_sales_445120,count_emp_445120,popden_445120,popden_sales_445120,popden_emp_445120,aden_445120,aden_sales_445120,aden_emp_445120,count_447110,count_sales_447110,count_emp_447110,popden_447110,popden_sales_447110,popden_emp_447110,aden_447110,aden_sales_447110,aden_emp_447110,State_Code_y.1,County_Code_y.1,mrFEI,STATEFP_y,COUNTYFP_y,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER,geometry,SNAP,TargetLabel,mrFEI_food_desert_swamp,mrFEI_food_desert,mrFEI_food_desert_swamp_cluster_desert
353,36,47,0102400,36047102400,New York,Kings County,1,2123,640,0,0,0.0,0,0,0,0,0,0,3.9,94911.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,527,537,208,220,1657,152,0,6,88,164,172,104,36047102400,2017,2134.0,0.0552609,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047102400.0,0.055260871,2323.0,42036.97656,0.027120104,0.036590617,0.885492921,0.450279802,0.033969287,0.079553388,0.541521311,0.378925323,0.235398233,0.200000003,0.146902651,0.417699128,0.502844155,0.286698222,0.169177786,0.121394746,0.128282398,0.22643134,0.068015501,0.041275796,0.425635993,0.127851918,0.108450703,0.138053104,0.219469026,0.591549277,0.407420158,0.157233626,0.170456395,100104, ,99583, , , ,36.0,47.0,36047102400,2017,2134.0,0.0552609,1,1,1,0.4686036,0.4686036,0.4686036,18.09599,18.09599,18.09599,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.4686036,0.4686036,0.4686036,18.09599,18.09599,18.09599,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047102400,2017,2134.0,0.0552609,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.0,,,,,,,,,,0.108450703,0,1,1,1
354,36,47,02000,36047002000,New York,Kings County,1,1672,437,0,0,0.0,0,0,0,0,0,1,30.5,68529.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681,476,92,629,100,77,0,52,814,1473,246,91,36047002000,2017,1232.0,0.0595022,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,5,4.058442,4.058442,4.058442,84.0305,84.0305,84.0305,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047002000.0,0.059513014,1503.0,25254.98047,0.910179615,0.022621423,0.00665336,0.345974714,0.328082204,0.520650804,0.316645801,0.16270338,0.372881353,0.322033912,0.19491525,0.110169485,0.610604823,0.254158348,0.262807727,0.111776449,0.131071195,0.201596811,0.038589489,0.135053113,0.077192985,0.312707931,0.283505142,0.233050853,0.233050853,0.203608245,0.116688617,0.323031485,0.528078854,56875, , ,60357, , ,36.0,47.0,36047002000,2017,1232.0,0.0595022,4,4,4,3.246753,3.246753,3.246753,67.2244,67.2244,67.2244,4,4,4,3.246753,3.246753,3.246753,67.2244,67.2244,67.2244,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.8116883,0.8116883,0.8116883,16.8061,16.8061,16.8061,36,47,36047002000,2017,1232.0,0.0595022,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.0,,,,,,,,,,0.283505142,1,1,1,1
355,36,47,047600,36047047600,New York,Kings County,1,3646,996,0,4,0.11,0,0,0,0,0,1,30.2,37688.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2162,1495,454,3435,28,64,0,0,119,160,424,267,36047047600,2017,3563.0,0.0799915,6,6,5,1.683974,1.683974,1.403312,75.00798,75.00798,62.50665,4,4,3,1.122649,1.122649,0.8419871,50.00532,50.00532,37.50399,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047047600.0,0.079990327,3004.0,37554.53906,0.021304926,0.882490039,0.028295606,0.182090551,0.067098744,0.159191415,0.571699321,0.269109279,0.474085361,0.038109757,0.254573166,0.233231708,0.140660599,0.444740355,0.080226362,0.131158456,0.03229028,0.116844207,0.19474034,0.040629096,0.277322412,0.19106783,0.234953701,0.038109757,0.038109757,0.533564806,0.259887815,0.300035626,0.090164743,73000,83200, , , , ,36.0,47.0,36047047600,2017,3563.0,0.0799915,5,5,5,1.403312,1.403312,1.403312,62.50665,62.50665,62.50665,4,4,4,1.122649,1.122649,1.122649,50.00532,50.00532,50.00532,1,1,1,0.2806624,0.2806624,0.2806624,12.50133,12.50133,12.50133,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047047600,2017,3563.0,0.0799915,1,1,1,0.2806624,0.2806624,0.2806624,12.50133,12.50133,12.50133,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.5454545454545454,36,047,1400000US36047047600,36047047600,476,CT,207177.0,0.0,"POLYGON ((-73.984344 40.632157, -73.983763 40.632717, -73.982598 40.633837, -73.980142 40.632354, -73.980723 40.631792999999995, -73.978155 40.630282, -73.977165 40.630747, -73.976578 40.627573999999996, -73.978067 40.627455, -73.980428 40.628879, -73.982406 40.630068, -73.984928 40.631597, -73.984344 40.632157))",0.234953701,1,0,0,1
356,36,47,079802,36047079802,New York,Kings County,1,5451,2330,0,0,0.0,0,0,0,0,0,1,15.6,69147.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2071,1031,511,880,3924,182,4,38,423,620,1890,351,36047079802,2017,5985.0,0.0410705,1,1,1,0.1670844,0.1670844,0.1670844,24.3484,24.3484,24.3484,2,2,2,0.3341688,0.3341688,0.3341688,48.6968,48.6968,48.6968,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047079802.0,0.04106814,5197.0,126545.7813,0.133538574,0.270348281,0.489513189,0.362901688,0.090747684,0.101256467,0.374230117,0.524513423,0.151921362,0.285969615,0.289544255,0.272564799,0.583333313,0.14739272,0.240138546,0.179719076,0.171060234,0.181643263,0.080046177,0.041359775,0.588652492,0.106984802,0.093711466,0.08668454,0.120643429,0.021372791,0.461910248,0.117539212,0.195729315,77482, ,76589,64770, , ,36.0,47.0,36047079802,2017,5985.0,0.0410705,9,9,9,1.503759,1.503759,1.503759,219.1356,219.1356,219.1356,4,4,4,0.6683375,0.6683375,0.6683375,97.39361,97.39361,97.39361,3,3,3,0.5012531,0.5012531,0.5012531,73.0452,73.0452,73.0452,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047079802,2017,5985.0,0.0410705,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.1670844,0.1670844,0.1670844,24.3484,24.3484,24.3484,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.125,36,047,1400000US36047079802,36047079802,798.02,CT,106365.0,0.0,"POLYGON ((-73.96200499999999 40.660669999999996, -73.960662 40.660947, -73.960622 40.660205, -73.960484 40.658409999999996, -73.960426 40.658072, -73.96024299999999 40.657232, -73.960073 40.656486, -73.959861 40.655635, -73.961691 40.654951, -73.9619 40.654871, -73.962814 40.660503999999996, -73.96200499999999 40.660669999999996))",0.093711466,0,0,0,0
357,36,47,082200,36047082200,New York,Kings County,1,7280,2738,0,200,2.75,0,0,0,0,0,1,14.0,61703.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3358,1541,996,327,6462,61,2,23,405,733,2179,957,36047082200,2017,7494.0,0.0655837,2,2,2,0.2668802,0.2668802,0.2668802,30.49538,30.49538,30.49538,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047082200.0,0.065582156,7257.0,110655.1016,0.099214554,0.13545543,0.720407903,0.423453212,0.046927214,0.089447424,0.598410666,0.312141925,0.253604203,0.279161215,0.300131083,0.167103529,0.547272742,0.202425241,0.166873366,0.19112581,0.129392311,0.197464511,0.112718754,0.078691877,0.368275106,0.129567176,0.331487626,0.205111399,0.205111399,0.061646365,0.282506853,0.238219664,0.189864993,71531,76597,71557,70042,1.070433378,1.093586683,36.0,47.0,36047082200,2017,7494.0,0.0655837,13,13,13,1.734721,1.734721,1.734721,198.22,198.22,198.22,7,7,7,0.9340805,0.9340805,0.9340805,106.7338,106.7338,106.7338,2,2,2,0.2668802,0.2668802,0.2668802,30.49538,30.49538,30.49538,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047082200,2017,7494.0,0.0655837,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.1818181818181818,36,047,1400000US36047082200,36047082200,822,CT,169857.0,0.0,"POLYGON ((-73.95638799999999 40.655874999999995, -73.953048 40.656081, -73.95295899999999 40.655249999999995, -73.95282399999999 40.653977999999995, -73.952664 40.65249, -73.952563 40.651545999999996, -73.952469 40.65067, -73.95582499999999 40.650529999999996, -73.955907 40.651368999999995, -73.95600999999999 40.652314, -73.956164 40.653777, -73.9563 40.655049, -73.95638799999999 40.655874999999995))",0.331487626,0,0,0,0
358,36,47,049100,36047049100,New York,Kings County,1,6418,2567,0,0,0.0,0,0,0,0,0,1,22.6,42234.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2939,1306,1056,2086,1282,1728,2,26,1294,2448,1808,970,36047049100,2017,6670.0,0.0823027,10,10,8,1.49925,1.49925,1.1994,121.5027,121.5027,97.20216,6,6,6,0.8995502,0.8995502,0.8995502,72.90162,72.90162,72.90162,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047049100.0,0.082303077,6818.0,82840.15625,0.407450855,0.238046348,0.106482841,0.34922266,0.211577162,0.406689405,0.348316997,0.244993612,0.532850802,0.174276173,0.229955465,0.06291759,0.417220861,0.201965392,0.195365205,0.157817543,0.152684078,0.168964505,0.123203285,0.053425517,0.341633469,0.315341741,0.352807283,0.145322934,0.174276173,0.144157812,0.216514885,0.400333285,0.322750211,35880,31322,42625,36875,0.734826982,0.849410176,36.0,47.0,36047049100,2017,6670.0,0.0823027,14,14,14,2.098951,2.098951,2.098951,170.1038,170.1038,170.1038,9,9,9,1.349325,1.349325,1.349325,109.3524,109.3524,109.3524,1,1,1,0.149925,0.149925,0.149925,12.15027,12.15027,12.15027,4,4,4,0.5997002,0.5997002,0.5997002,48.60108,48.60108,48.60108,1,1,1,0.149925,0.149925,0.149925,12.15027,12.15027,12.15027,36,47,36047049100,2017,6670.0,0.0823027,1,1,1,0.149925,0.149925,0.149925,12.15027,12.15027,12.15027,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.149925,0.149925,0.149925,12.15027,12.15027,12.15027,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.5,36,047,1400000US36047049100,36047049100,491,CT,213164.0,0.0,"POLYGON ((-73.94983599999999 40.705228999999996, -73.947981 40.705442, -73.946265 40.705604, -73.94456699999999 40.705020999999995, -73.94284999999999 40.705182, -73.942734 40.704473, -73.94103 40.704637, -73.940726 40.702901, -73.94042 40.701077, -73.941931 40.700725, -73.942201 40.700891, -73.94400499999999 40.701961999999995, -73.94545 40.70276, -73.945855 40.702987, -73.947052 40.703663999999996, -73.947853 40.704111, -73.949254 40.704896, -73.94983599999999 40.705228999999996))",0.352807283,1,0,0,1
359,36,47,015300,36047015300,New York,Kings County,1,3041,1198,0,492,16.18,0,0,0,0,0,0,4.1,175104.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,511,374,2342,300,208,0,2,189,299,489,34,36047015300,2017,2843.0,0.0580995,3,3,3,1.055223,1.055223,1.055223,51.63556,51.63556,51.63556,4,4,4,1.406965,1.406965,1.406965,68.84742,68.84742,68.84742,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047015300.0,0.058099493,2530.0,43545.99219,0.143873513,0.718972325,0.044268776,0.131225303,0.009166666,0.096628085,0.214393556,0.688978374,0.084269665,0.061797753,0.174157292,0.679775298,0.354764104,0.166007906,0.137154147,0.194071144,0.164426878,0.193280637,0.145059288,0.03863785,0.771798372,0.038000826,0.035056967,0,0.007490637,0.367221743,0.713517368,0.052442487,0.094755158,198750,203563, ,131250, ,1.550956249,36.0,47.0,36047015300,2017,2843.0,0.0580995,21,21,20,7.386563,7.386563,7.034822,361.4489,361.4489,344.2371,15,15,14,5.276117,5.276117,4.924376,258.1778,258.1778,240.966,2,2,2,0.7034823,0.7034823,0.7034823,34.42371,34.42371,34.42371,2,2,2,0.7034823,0.7034823,0.7034823,34.42371,34.42371,34.42371,1,1,1,0.3517411,0.3517411,0.3517411,17.21185,17.21185,17.21185,36,47,36047015300,2017,2843.0,0.0580995,1,1,1,0.3517411,0.3517411,0.3517411,17.21185,17.21185,17.21185,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.15,36,047,1400000US36047015300,36047015300,153,CT,150477.0,0.0,"POLYGON ((-73.98293199999999 40.669245, -73.982428 40.669847, -73.981927 40.670448, -73.979563 40.669312999999995, -73.97720799999999 40.668169, -73.977717 40.66757, -73.978212 40.666962999999996, -73.978715 40.666360999999995, -73.979224 40.665749, -73.981582 40.666888, -73.983943 40.66803, -73.98293199999999 40.669245))",0.035056967,0,0,0,0
360,36,47,015700,36047015700,New York,Kings County,1,4135,2045,0,14,0.34,0,0,0,0,0,0,4.7,162643.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,552,725,405,3399,229,258,4,16,229,305,1331,40,36047015700,2017,4079.0,0.0646443,6,6,6,1.470949,1.470949,1.470949,92.81559,92.81559,92.81559,3,3,3,0.7354744,0.7354744,0.7354744,46.40779,46.40779,46.40779,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047015700.0,0.064644314,4332.0,67012.85156,0.079870731,0.702446878,0.038781162,0.198753461,0.007483163,0.004836415,0.085917495,0.909246087,0,0.093023255,0.211324573,0.695652187,0.413802594,0.181902125,0.123499535,0.298476458,0.149122804,0.156509697,0.09048938,0.042575285,0.855025291,0.043397967,0.027911453,0.033367038,0.033367038,0.427333981,0.819974542,0.023769807,0.095369115,179766,162923, ,250001, ,0.65168941,36.0,47.0,36047015700,2017,4079.0,0.0646443,16,16,16,3.92253,3.92253,3.92253,247.5082,247.5082,247.5082,9,9,9,2.206423,2.206423,2.206423,139.2234,139.2234,139.2234,2,2,2,0.4903162,0.4903162,0.4903162,30.93853,30.93853,30.93853,2,2,2,0.4903162,0.4903162,0.4903162,30.93853,30.93853,30.93853,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047015700,2017,4079.0,0.0646443,2,2,2,0.4903162,0.4903162,0.4903162,30.93853,30.93853,30.93853,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.3529411764705882,36,047,1400000US36047015700,36047015700,157,CT,167428.0,0.0,"POLYGON ((-73.979415 40.67346, -73.978822 40.674171, -73.97838999999999 40.674805, -73.97796 40.675438, -73.975467 40.674467, -73.972955 40.673488, -73.973385 40.672854, -73.97382 40.672222, -73.974698 40.671175, -73.975196 40.670576, -73.977558 40.671715, -73.979917 40.672858, -73.979415 40.67346))",0.027911453,0,0,0,0
361,36,47,091000,36047091000,New York,Kings County,1,5610,2240,0,0,0.0,0,0,0,0,0,1,61.5,18804.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3177,1704,910,532,4151,36,5,53,833,1694,2220,1564,36047091000,2017,4876.0,0.0818799,5,5,5,1.025431,1.025431,1.025431,61.06504,61.06504,61.06504,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047091000.0,0.081879914,4199.0,51282.41797,0.460585862,0,0.533936679,0.206001431,0.14684251,0.467660099,0.45814839,0.074191503,0.61197108,0.136222914,0.132094949,0.119711041,0.560742378,0.185996667,0.174327224,0.097165994,0.140985951,0.202667296,0.198856875,0.28625235,0.15655233,0.470602363,0.685177445,0.315789461,0.343653262,0,0.116818294,0.589250326,0.271143258,25774, ,26071, , , ,36.0,47.0,36047091000,2017,4876.0,0.0818799,5,5,5,1.025431,1.025431,1.025431,61.06504,61.06504,61.06504,3,3,3,0.6152584,0.6152584,0.6152584,36.63902,36.63902,36.63902,1,1,1,0.2050861,0.2050861,0.2050861,12.21301,12.21301,12.21301,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047091000,2017,4876.0,0.0818799,1,1,1,0.2050861,0.2050861,0.2050861,12.21301,12.21301,12.21301,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.5555555555555556,36,047,1400000US36047091000,36047091000,910,CT,212068.0,0.0,"POLYGON ((-73.90635499999999 40.667708, -73.90446399999999 40.667988, -73.903573 40.668127999999996, -73.902626 40.668273, -73.901668 40.668413, -73.900851 40.665346, -73.90041699999999 40.663806, -73.901451 40.663658999999996, -73.90237599999999 40.663517, -73.90517299999999 40.663106, -73.90557799999999 40.664659, -73.905971 40.666181, -73.90635499999999 40.667708))",0.685177445,1,0,0,1
362,36,47,0105801,36047105801,New York,Kings County,1,6928,3223,0,124,1.79,0,0,0,0,0,1,28.9,40455.0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3020,1344,1765,2229,3829,232,2,18,618,1265,2254,1412,36047105801,2017,5870.0,0.1606463,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0.1703578,0.1703578,0.1703578,6.224855,6.224855,6.224855,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047105801.0,0.161561742,5847.0,36190.5,0.150333509,0.25688386,0.556011617,0.378997773,0.190416813,0.149691358,0.659832478,0.190476194,0.661258936,0.223880589,0.055158988,0.059701495,0.446529448,0.171883017,0.102103643,0.124850348,0.068753205,0.239439026,0.292970747,0.039389465,0.378780127,0.381499916,0.440379769,0.223231673,0.26281634,0.009494554,0.209652603,0.49437955,0.239916027,26890,15096,40739, ,0.370554, ,36.0,47.0,36047105801,2017,5870.0,0.1606463,1,1,1,0.1703578,0.1703578,0.1703578,6.224855,6.224855,6.224855,1,1,1,0.1703578,0.1703578,0.1703578,6.224855,6.224855,6.224855,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,36047105801,2017,5870.0,0.1606463,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,36,47,0.0,,,,,,,,,,0.440379769,1,1,1,1
